date,objectid,profession,entities_all,title,organization,place,place-original,gender,statement,chairman,name,affiliation,last-name,first-name,day,key,entities_unique,format
Aug-09-1983,aug-09-1983-noh-laird,elected official,Kimberly (CITY),"Noh, Laird",State senator,,,m,"Senator Noh. Senator, my name is Laird Noh, Route 1, Box 65, Kimberly, Idaho. I am a range sheep producer whose family has been grazing livestock in the West since the 1890&#39;s.  I have served on the national forest advisory board to the Secre tary of Agriculture and currently serve as chairman of the re sources and environment committee of the Idaho State Senate. It is my opinion that the citizens of our State prefer a moderate approach to additional wilderness. We have a strong tradition of responsible multiple use management and have invested heavily in forest and range management through our excellent College of For estry at the University of Idaho. We should recognize that nonwilderness designation, with lands remaining under the current form of Forest Service management does not imple desecration of wildlife and recreational values. Many of our finest lands have been logged and mined at some point in their history. Any legislation should provide for profession al Forest Service management of lands not designated wilderness while removing the uncertainties of future wilderness review. Re lease language should not allow a loosening of management strings which leads to destructive harvesting practices. Too many Forest Service resources have been tied up with count less review and planning exercises. Such repetitions only cut into practical on-the-ground management efforts which are critical to monitoring, sometimes policing, multiple use activities on Forest Service lands. I think Senator McClure is wise to move now to make decisions to avoid the flow of manpower and dollars into additional nonpro ductive efforts. Our people do desire some additional wilderness, but limited to those areas where multiple use management cannot protect recre ational, aesthetic, and wildlife values. Even those whose primary interest in the land is recreational are worried about the advertis ing effect of wilderness designation. I, for one, have full confidence in your ability, Senator McClure, to provide the direction for the future protection and management of our precious and magnificent lands. These are lands which pro  13  vide much of the economic, cultural, and spiritual nourishment of the people of our State.","Thank you very much, Senator.
Last but certainly not least on our list, Senator Gail Bray.",STATE SENATOR LAIRD NOH,,Noh,State Senator Laird,h1d1,"noh, laird",Kimberly (CITY),text
Aug-09-1983,aug-09-1983-bray-gail,elected official,U.S. (COUNTRY);Arizona (STATE);Utah (STATE);Arizona (STATE);Arizona (STATE),"Bray, Gail","State senator",,,f,"Senator Bray. Good morning. My name is Gail Bray and I repre sent district 17 in the Idaho State Senate. I thank you for the early  opportunity to testify today. As a State Senator I have voted consistently in the interests of the environment and to protect the needs of commerce and indus try. I see a vital link between these interests, one which needs not be exclusionary. To that end, I strongly oppose the concept of hard re lease. It is an exclusionary provision which limits our options. On July 28, 1983, a conference on education and technological de velopment was hosted by Boise State University with some 100 in vited business, education, and political leaders of southwestern Idaho. The keynote speaker, Dr. Bruce Merrifield, Assistant Secretary for Productivity, Technology and Innovation in the U.S. Depart ment of Commerce, discussed the four major world forces of change which will catapult the world industries as we now know them beyond present day recognition. While all of those forces will impact upon Idaho&#39;s timber and mining industries, one of the major forces for change â€” that of the technology explosion â€”clearly indicates why the concept of hard re lease is unwise. Within the technological explosion, one of the focused growth areas is that of materials science, the discovery of substitutes for traditional materials: graphite epoxies, laminants, plastics, alloys. The example of a structure of reinforced mesh being submerged in saltwater is illustrative of the innovation which will expand out materials options. Upon applying a low voltage to the mesh, the saltwater solidifies as if concrete and almost laborless houses are created. While not my idea of a dream home, the cost of energy and desire for increased efficiency joined with technological advances may in fact render materials both beautiful and ultraefficient within the next few years. The best minds of the day are saying it is unwise to forecast the needs of the future based on the state of the art today. We must maintain our options. When one considers that 90 per cent of all scientific knowledge has been generated during the last 30 years and that scientific knowledge will double in the next 10 to 15 years, it is reasonable to anticipate new manmade materials for the majority of materials now derived from nature. I believe a hard release provision is very unlikely. Lands desig nated in the year 1983 or 1984 by Congress as nonwilderness should be reconsidered in 10 to 15 years for wilderness protection if the then-prevailing supply and demand and technological changes so merit reevaluation.  14  A legislatively  imposed hard release at this time of technological  fluidity solidifies unnecessarily our future options. I urge a soft re     lease approach.  Finally, your consideration of the Arizona strip wilderness bill as introduced in both the House and Senate of the U.S. Congress on July 13, 1983, is requested. As reported in the July 25, 1983 issue of the Christian Science Monitor, this legislation is: &#39;Sponsored by one of the most diverse casts of politicians ever to unite behind a piece of environmental legislation.&#39; Its sponsors in the Senate included Utah Senator Jack Gam and Arizona Senators Barry Goldwater and Dennis DeConcini. In the House, Morris Udall and Bob Stump were sponsors. Bob Stump is the lead sponsor and apparently has never before voted for a wil derness bill, let alone sponsored one. The legislation was produced through cooperation between the environmentalists and industry leaders. The value of negotiation in such a situation is the precedent it sets for solution of future con flict issues. Copies of the newspaper article are submitted for the record and your review. For Idaho to approach its wilderness determination similarly to that in Arizona would require more time than has been allowed under the present timetable. In recognition of the value of deliberation and negotiation in issues of high conflict, I urge an opportunity for industry and wil derness advocates to reach consensus on Idaho wilderness via coop erative efforts. Having worked with the spokespersons for each of the interests involved, I believe they have within their capacities the ability to work out an acceptable package. Thank you.",,STATE SENATOR GAIL BRAY,DISTRICT NO. 17,Bray,State Senator Gail,h1d1,"bray, gail",U.S. (COUNTRY); Arizona (STATE); Utah (STATE),text
Aug-09-1983,aug-09-1983-blasing-larry-b,forestry,Montana (STATE);California (STATE);Montana (STATE);California (STATE),"Blasing, Larry B.","acting executive director, Inland Forest Resource Council",,,m,"PRESIDENT, INLAND FOREST RESOURCE COUNCIL Mr. Blasing. I&#39;m not sure we have got ourselves quite organized     here.  Gentlemen, I&#39;m Larry Biasing. I&#39;m acting executive director for the Inland Forest Resource Council of Missoula, Mont. We are a timber industry association representing some of the companies in north Idaho. One of the objectives of both RARE I and RARE II was to allo cate the lands so that the public resource users would know what areas would be managed for their particular resource use. After 12 years, here we are requesting that Congress act to re solve that same issue. As a result of the California decision, the forest products indus try still does not have a defined resource base. Employees are un certain about their future. Companies&#39; access to financing is some times restricted. Building programs and equipment purchases are postponed and raw material prices have escalated due to a restrict ed supply. The whole issue of raw material uncertainty has led to an atmos phere of instability throughout the industry. Since the ninth circuit court of appeals rendered its decision, sev eral appeals have been filed against timber sales, access roads, and other development projects using that decision as the basis for com plaint. The Forest Service cannot operate effectively and efficiently in this ever-shifting morass of uncertainty. For this reason, it is abso lutely essential that Congress act to define the resource base that the various user groups can utilize. Congress must act to insure that all nonselected roadless areas be released from further consideration by the Forest Service for wilderness. The forest industries believe that this really should be a very long-term one, and, at a minimum, well beyond the year 2000. Any shorter release period will only perpetuate the uncertainty that now surrounds our commercial forest land base. Hard release is ab solutely essential to allow orderly development of national forest lands. We have seen several appeals in Montana and north Idaho that were based entirely or in part upon California RARE II decisions. In all cases, these appeals were to prevent development of some roadless area. Unless Congress specifically acts, this legal cloud  27  will continue     to haunt development of roadless areas that were studied under RARE II. The public has been asked to participate in the land allocation process on inventoried roadless areas since 1971 â€”",,LARRY B. BLASING,"ACTING EXECUTIVE VICE, PRESIDENT, INLAND FOREST RESOURCE COUNCIL",Blasing,Larry B.,h1d1,"blasing, larry b.",Montana (STATE); California (STATE),text
Aug-09-1983,aug-09-1983-youngblood-glen,forestry,Boise (CITY);Payette (FOREST);Boise (CITY);Sawtooth National Recreation Area (WILDERNESS),"Youngblood, Glen","Boise Cascade, on behalf of the Idaho Forest Industry Council",,,m,"BEHALF OF THE IDAHO FOREST INDUSTRY COUNCIL Mr. Youngblood. Senator McClure, Senator Symms, Congress  man Craig, my name is Glen Youngblood. I reside at 2508 Redway in Boise. I am a professional forester and I have worked in forest products industry in central Idaho for about 27 years. I&#39;m em ployed by Boise Cascade and I am appearing here on behalf of the Idaho Forest Industry Council. I want to talk briefly about the central Idaho area, basically the area dependent on the Payette, Boise, and Sawtooth National For ests for timber. About 26 percent of the nonfarm income of the six county south ern Idaho area comes from the forest products industry. In 1982, which was not a good year, this industry generated about $34 mil lion in wages in this area. All the industry in central Idaho is heavily dependent on the national forests. Locally, as well as state wide, the volume of national forest timber has been declining steadily. Obviously, we can&#39;t continue to operate as an industry. Our industry has been heavily involved in the roadless area question because the reduced land base inevitably means a shrink ing timber supply. On a statewide basis in 1979, potential yields",,GLEN YOUNGBLOOD,"BOISE CASCADE, ON, BEHALF OF THE IDAHO FOREST INDUSTRY COUNCIL",Youngblood,Glen,h1d1,"youngblood, glen",Boise (CITY); Payette (FOREST); Sawtooth National Recreation Area (WILDERNESS),text
Aug-09-1983,aug-09-1983-johnson-jim,forestry,Mountain Home (CITY);Mountain Home (CITY);the Boise National Forest (FOREST);Fairfield (CITY);The Sawtooth National Forest (FOREST);Fairfield (CITY),"Johnson, Jim","president and general manager, Sawtooth Forest Products",,,m,"MANAGER, SAWTOOTH FOREST PRODUCTS Mr. Johnston. My name is Jim Johnston. I am president and general manager of Sawtooth Forest Products, a small sawmill in Mountain Home, Idaho. We process about 12 to 14 million feet a year and are 90 to 95 percent dependent upon U.S. Forest Service timber. We operate mainly on the Mountain Home district of the Boise National Forest and the Fairfield district of the Sawtooth National Forest. The program harvest of these two districts will just barely supply our necessary volume. In fact, the sawmill at Fairfield that had op erated almost 2 years was recently permanently closed down be cause a lack of supply of natural resource for a continued oper ation. Any more commercial forest land in our area placed in a nonharvest designation will definitely reduce the size of an already small sawmill or completely close them. The normal planning process of the Forest Service on our nation al forest already reduced this program harvest of timber for many other legitimate uses. Some of the reasons that I feel these programs should be final ized is we, being a small company, find it essential that we must know whether we have an opportunity to purchase timber on a long-range basis in order to â€” for long-term investment and to pro vide opportunities for stable employment which would attract good, essential people. I thank you for this opportunity to be here and I do feel that we should continue to work for a release on this.","Thank you very much.
Bob Coates.",JIM JOHNSON,"PRESIDENT AND GENERAL, MANAGER, SAWTOOTH FOREST PRODUCTS",Johnson,Jim,h1d1,"johnson, jim",Mountain Home (CITY); the Boise National Forest (FOREST); Fairfield (CITY); The Sawtooth National Forest (FOREST),text
Aug-09-1983,aug-09-1983-hitchcock-robert-t,forestry,Payette National Forest (FOREST);Payette National Forest (FOREST);the Payette Forest (FOREST);McCall (CITY);the Payette Forest (FOREST),"Hitchcock, Robert T.","president, Evergreen Forest Products, Inc., as presented by Robert Coates",,,m,"GREEN FOREST PRODUCTS, INC., AS PRESENTED BY ROBERT COATES  Mr. Coates. Senator McClure, Congressman Craig, I am Robert Coates representing Robert Hitchcock, president of Evergreen Forest Products. We use predominantly Federal timber in the manufacture of di mension lumber which comes from the Payette National Forest. Therefore, my remarks will be to the Payette National Forest. Timber harvesting on the Payette Forest has increased slowly over the years. We are reaching a peak of 113.3 million feet in fiscal year 1966. It has since than declined. And in 1971 it was down to 80 million, and since reduced even further. The downward trend in timber harvesting is a result of many dif ferent factors, including reductions in U.S. Forest Service timber sale preparation budgets, a decrease in timber demand with closure of the Boise Cascade mill at McCall, the quality of the timber sales offered by the Forest Service, and the recent recession.  57  It is interesting to note, however, that during the past 10 years, the Forest Service estimate of the potential yield has increased by 16 percent. Mr. Chairman, when Congress decides which, if any, roadless areas in southwestern Idaho should be added to the national Wil derness System, you should remember one key statistic: 40 percent of the productive forestland on the Payette Forest has already been set aside as wilderness. By comparison, only 13 percent of the entire National Forest System has been and 19 percent of all na tional forestland. Although wilderness has been portrayed by the environmental proponents at this hearing as vital to the survival of animal popu lations and necessary for primitive recreation â€”",,ROBERT T. HITCHCOCK,"PRESIDENT, EVER, GREEN FOREST PRODUCTS, INC., AS PRESENTED BY ROBERT",Hitchcock,Robert T.,h1d1,"hitchcock, robert t.",Payette National Forest (FOREST); the Payette Forest (FOREST); McCall (CITY),text
Aug-09-1983,aug-09-1983-hall-julie,forestry,Boise (CITY);the Boise National Forest (FOREST);Red Mountain (LANDFORM);Danskin Range (LANDFORM);Scott Mountain (LANDFORM),"Hall, Julie",Women in Timber,,,f,"Ms. Hall. Senator McClure, my name is Julie Hall. I&#39;m a profes sional nurse in Boise. But however, in the past I have worked as a seasonal employee on the Boise National Forest and have a great deal of firsthand experience in the proposed Sawtooth Completion, the Red Mountain area, and the Danskin Range, and I have also been an occasional recreational user of the Trinity and Scott Moun tain areas. I would like to address the issue of timber values in the proposed wilderness areas. My testimony is based on research development out of a personal interest in the issue. The timber industry has said that current roadless areas must be opened to commercial production in order to preserve Idaho&#39;s timber industry. It is my contention that currently accessible areas could be brought up to much greater production levels through more effective management. The trees in the proposed wilderness areas have a greater value protecting our high mountain water sheds and for recreational and wildlife use. I am submitting to you a research article which has been publiched by the U.S. Forest Service in June of this year and based on studies on Idaho lands which demonstrates improved management techinques that increase production of merchantable timber on ex isting lightly managed young growth stands can produce as much as 100 percent more timber on those lands.1 It seems to me economically unreasonable to go the tremendous expense of building new roads into existing roadless areas when the areas that are already accessible could produce the lumber needed by Idaho industry.",,JULIE HALL,WOMEN IN TIMBER,Hall,Julie,h1d1,"hall, julie",Boise (CITY); the Boise National Forest (FOREST); Red Mountain (LANDFORM); Danskin Range (LANDFORM); Scott Mountain (LANDFORM),text
Aug-09-1983,aug-09-1983-crawford-tim,conservationist,Long Canyon (LANDFORM);the White Cloud-Boulder Mountains (LANDFORM);Salmo-Priest (WILDERNESS);Mallard-Larkins (WILDERNESS);Great Burn-Cayuse (WILDERNESS);Creek (STREAM);Payette Crest (LANDFORM);Boulder Mountains (LANDFORM);Northern Lemhis (LANDFORM);Palisades (LANDFORM);Garns Mountain (LANDFORM),"Crawford, Tim","vice chairman, Idaho Conservation League",,,m,"CONSERVATION LEAGUE Mr. Crawford. I am Tim Crawford. We have altered the list of  the speakers for reasons that are known only to ourselves, not to stack a deck or anything, but being the vice president of the Idaho Conservation League, it was felt I should lead off. I hope that&#39;s all right.   That&#39;s fine with me. Mr. Crawford. Again, I am Tim Crawford  75  The Chairman. If it&#39;s fine with everybody else at the table. And that may be the only unanimous decision we have all day. [Laugh ter.] Mr. Crawford. I am vice chair of the Idaho Conservation League. We bring no specific recommendations for wilderness areas to be included in your wilderness bill with the exception of Long Canyon and the White Cloud-Boulder Mountains. The reason for this is that we are still working diligently on boundary definitions of those areas that we think should be includ ed in any wilderness bill for Idaho. On May 31 we told you, Senator McClure, that we needed a full field season to complete site-by-site factual analysis. We still think that an additional 2 to 3 months&#39; work in order to define area boundaries with great care to achieve the best possible recommen dations is not unreasonable. We are not trying to delay the process or confuse issues, areas, or boundaries. On the contrary, we are trying to make sure ample and adequate attention is given to the 6V2 million acres of roadless national forest land from which the wilderness areas in your bill    will  come.  The task of defining these areas and boundaries is enormous and cannot be properly accomplished in a hurry. You will hear from others speaking today about the specifics of our field studies and why they are needed. Although we have not prepared a statewide proposal, we have prepared a list of ten areas which we consider Idaho&#39;s Endangered Wilderness Core. That is to say, we consider these areas to be most immediately apt to be roaded if they are not given wilderness status. I will enumerate those areas and a brief description of each is attached to this testimony: Salmo-Priest, Long Canyon-Selkirk Crest, Mallard-Larkins, Great Burn-Cayuse Creek, Payette Crest, Sawtooth Completion, White Cloud-Boulder Mountains, Northern Lemhis, Palisades, and Gams Mountain.  Thank you.",,TIM CRAWFORD,"VICE CHAIRMAN, IDAHO, CONSERVATION LEAGUE",Crawford,Tim,h1d1,"crawford, tim",Long Canyon (LANDFORM); the White Cloud-Boulder Mountains (LANDFORM); Salmo-Priest (WILDERNESS); Mallard-Larkins (WILDERNESS); Great Burn-Cayuse (WILDERNESS); Creek (STREAM); Payette Crest (LANDFORM); Boulder Mountains (LANDFORM); Northern Lemhis (LANDFORM); Palisades (LANDFORM); Garns Mountain (LANDFORM),text
Aug-09-1983,aug-09-1983-swanstrum-jeffrey,,White Clouds (LANDFORM);Boulder Mountains (LANDFORM);Payette Crest (LANDFORM);East Fork (STREAM);Salmon (STREAM);Little Boulder Creek (STREAM);White Clouds (WILDERNESS);the Payette Crest (LANDFORM);White Clouds (WILDERNESS),"Swanstrum, Jeffrey",,,,m,"Mr. Swanstrum. Ladies and gentlemen, I am Jeff Swanstrum, I am a fourth-generation Idahoan. My statement on opening, I have  a history and heritage of what wilderness is to this State. A natu ral environment used to guide our everyday actions. No more. Our society seems obsessed with cars, roads, cities, and cultures.  The White Clouds, the Boulder Mountains,  the Payette Crest,     these endangered wilderness core areas are what brings back the sparkle and clarity of a vision to me. Perhaps the same vision of an  early American. Don&#39;t forget, this wilderness is our heritage, something uniquely American. Personally, I can&#39;t divorce myself from this pristine wil derness environment. I believe it is unhealthy for society to do so as well. By using up that unroaded landscape we undermine what keeps our spirits free. We destroy the scale by which we measure progress. We muddy our American heritage. Walking the sagebrush hills of the East Fork of the Salmon, the meandering creek, meadows of Little Boulder Creek, the alpine crests of the White Clouds and the Payette Crest, we take a jour ney back to our roots as a man within his environment as opposed to a man away from his environment. I&#39;ve also hiked to the top of an open-pit mine. I&#39;ve choked from the smell of diesel pouring from the earth movers. Mud and clay poured down former creek beds. I was humbled by the hand of man. I don&#39;t want that stink in the White Clouds. I don&#39;t want any pocket of what&#39;s left of unroaded Idaho. I want to see this as wil derness as my great-grandfather saw it and that my grandchildren can see it as well. I would further support forthcoming boundaries and acreages proposed by the Idaho Conservation League. Thank you.",Who is next?,JEFFREY SWANSTRUM,,Swanstrum,Jeffrey,h1d1,"swanstrum, jeffrey",White Clouds (LANDFORM); Boulder Mountains (LANDFORM); Payette Crest (LANDFORM); East Fork (STREAM); Salmon (STREAM); Little Boulder Creek (STREAM); White Clouds (WILDERNESS); the Payette Crest (LANDFORM),text
Aug-09-1983,aug-09-1983-minnick-walter-c,forestry,Boise (CITY);Jersey Jack (WILDERNESS);Washington (STATE),"Minnick, Walter C.","president, Trus Joist Corp",,,m,"CORP.  Mr. Minnick. Good morning, Senator, I am Walter C. Minnick. I am president of Trus Joist Corp., an international building materi als and wood products company headquartered in Boise. Our business is 100-percent dependent on the efficient use of our forestry resource. I make three points: First, despite what our paid affairs specialists may tell you, I and many employed in the uilding materials industry support substantially more wilderness. Eublic I personally favor adding another IV2 to 2 million acres to the State&#39;s wilderness system, which would divide the remaining wil derness area one-third for wilderness and two-thirds for multiple use. Second, multiple use should not mean just logging. In all multi ple-use areas we should insure that recreational interests, like biggame hunting, steelhead fishing, and snowmobiling, are not auto matically subordinated to cutting down trees. Where such uses are important economically, like Jersey Jack, we ought to create national recreation areas where logging will be  81     conducted only with no permanent roads in a fashion compatible with competing recreational uses. Third, you in Washington must do something, and do it now before the election, about runaway Federal budget deficits and the rising interest rates they are causing. My own company&#39;s order files have declined substantially in the last 30 days because you can&#39;t agree to balance the budget and do something about interest rates. This is what has depressed our industry today, not the shortage of timber.",,WALTER C. MINNICK,"PRESIDENT, TRUS JOIST, CORP.",Minnick,Walter C.,h1d1,"minnick, walter c.",Boise (CITY); Jersey Jack (WILDERNESS); Washington (STATE),text
Aug-09-1983,aug-09-1983-robinson-thomas-s,conservationist,Wilderness (WILDERNESS);Washington (STATE);California (STATE),"Robinson, Thomas S.","northern Rockies regional director, the Wilderness Society",,,m,"REGIONAL DIRECTOR, THE WILDERNESS SOCIETY Mr. Robinson. Thank you, Senator McClure and Congressman     Craig.  My name is Tom Robinson. I am regional director of The Wilder 85,000 members with approxi ness Society, a national group mately 400 members in Idaho. I would also like to add that I have a master&#39;s degree in forestry with emphasis on economics. I first would like to start off by dispelling the multiple use myth that wilderness is not multiple use. Wilderness is multiple use as determined by the Multiple Use and Sustained Yield Act of 1980. Wilderness allows for four of the five multiple uses. That includes recreation, watershed, wildlife, and range. In fact, national forests were established with watersheds in mind, protection of watersheds. I would like to say that we do not oppose logging where the value of timber will support access in management costs, providing other resources can be protected. I would urge in this debate that you take a close look at the nature of each area. Basically what is its best use and that this analysis should include economic considerations. I feel that this issue is as much of an economic issue, this RARE II issue, as it is an environmental and wilderness preservation issue.  I would also like to say that just as conservationists should not claim every last acre should be protected in Idaho, industry should not use job scare tactics for every acre being considered. Studies have shown that the health of timber-dependent commu nities and the industries are more based on demand and not the availability of timber. In fact, our economic policy came in Wash ington just as it did a study on the California bill showing that in fact jobs will not be lost unless the market conditions are incred ibly harsh. I want to make one last point and that is concerning your re marks on hard release. As I understand it, national hard release language as it has been introduced in the past would require an act of Congress before lands could be considered for wilderness again. It would not be automatically part of the forest planning cycle. That&#39;s the difference that I see, unless you have a correction on that, and I would also just quickly add that basically if land had not been developed, land had not been recommended for wilder  85  ness, or should not be developed in 20 years, there&#39;s probably a very good reason why they weren&#39;t developed and that&#39;s probably because they are incredibly costly to access and they would require massive subsidies for road building. Thank you.",,THOMAS S. ROBINSON,"NORTHERN ROCKIES, REGIONAL DIRECTOR, THE WILDERNESS SOCIETY",Robinson,Thomas S.,h1d1,"robinson, thomas s.",Wilderness (WILDERNESS); Washington (STATE); California (STATE),text
Aug-09-1983,aug-09-1983-boccard-bruce-r,conservationist,Borah Peak (LANDFORM);Diamond Peak (LANDFORM);Pahsimeroi (LANDFORM);Cache Peak (LANDFORM);Lime Creek (STREAM);Danskin Mountains (LANDFORM);South Fork (STREAM);Boise River (STREAM);Little Wood River (STREAM);Borah Peak (LANDFORM),"Boccard, Bruce R.","chairman, committee for Idahoâ€™s High Deserts",,,m,"FOR IDAHO&#39;S HIGH DESERTS Mr. Boccard. Mr. Chairman, my name is Bruce Boccard. I am chairman of the Committee for Idaho&#39;s High Deserts, a statewide organization with several hundred members in Idaho working to  protect Idaho&#39;s desert land. I have several points that I would like to make. First off, by way of context, I think you have to remember that we&#39;re not talking about how much more wildnerness we are going to create but how much less wildland we will have. We are dealing with a steadily shrinking pie. And even under the conservationist&#39;s wildest dreams, we will still end up with less wildland than we have today. Second, I wanted to say that there are a number of areas of con cern to desert conservationists that you will be dealing with in your bill, including a number of national forest roadless areas which are predominantly desert environment. These include Borah Peak, Diamond Peak, Pahsimeroi, Cache Peak, Lime Creek, the Danskins, South Fork of the Boise River, and Breadwinner. These are the areas in southwestern Idaho that we would like to see you recommend as wilderness. Third, I would like you to include in your final wilderness bound aries certain BLM lands which were dropped from further wilder Particularly we ness studies by Secretary Watt last December. would like to include the Little Wood River, a crucial elk area that abuts the Pioneers on the south and serves as a wintering area for the elk which summer in the Pioneers, as well as Borah Peak. I would also like to say that we support wilderness for these areas because we feel it is the only permanent protection that these areas can get. Unfortunately, any administrative designation which was given",,BRUCE R. BOCCARD,"CHAIRMAN, COMMITTEE, FOR IDAHO&#39;S HIGH DESERTS",Boccard,Bruce R.,h1d1,"boccard, bruce r.",Borah Peak (LANDFORM); Diamond Peak (LANDFORM); Pahsimeroi (LANDFORM); Cache Peak (LANDFORM); Lime Creek (STREAM); Danskin Mountains (LANDFORM); South Fork (STREAM); Boise River (STREAM); Little Wood River (STREAM),text
Aug-09-1983,aug-09-1983-stockly-edwin,,Boise (CITY);South Fork (STREAM);Boise River (STREAM),"Stockly, Edwin",,,,m,"Stockly. Mr. Mr. Chairman, I am Edwin Stockly, a lawyer prac ticing in Boise, and I am speaking here as an individual and as a member of the Sierra Club, not on behalf of a client. One point that I would like to make, Mr. Chairman, is that in some areas of the country, very productive economies  have been  built up around a specific asset, such as a fine trout stream, and  Idaho has many such assets. I would refer you specifically to the South Fork of the Boise River, which is one of the great trout streams of this country. And as acid rain and other pollutants are destroying the recre ational areas in the Northeast part of the country and the Mid west, soon States like Idaho will have the assets that people from all over the country will be coming to. We should not let these assets be destroyed. Thank you.",,EDWIN STOCKLY,,Stockly,Edwin,h1d1,"stockly, edwin",Boise (CITY); South Fork (STREAM); Boise River (STREAM),text
Aug-09-1983,aug-09-1983-yoder-charles-c,conservationist,Idaho (STATE);Earth (PLANET),"Yoder, Charles C.","chairman, Middle Snake Group, the Sierra Club",,,m,"Mr. Yoder. My name is Charles Yoder. I am the chairman of the Middle Snake Group of the Sierra Club located here in southwest  Idaho and I speak on behalf of about 425 members. I would like to start with the observation that the word &#39;conser vation&#39; and &#39;conservative&#39; spring from the same root. I think con servation is a conservative concept and wilderness is a conservative     cause.  Conservative recognizes the truth of the law of supply and demand and wilderness is a resource that is in an ever-decreasing supply and ever-increasing demand and will inevitably become ever more valuable. Conservative recognizes that all enterprises must live within their means. A household that violates this principle goes bank rupt. A government that violates this principle inevitably brings on raging inflation. An ecosystem that violates this principle and the management of an ecosystem violation of this principle will inevi tably exact a cost in the ecological quality of the land. A conservative takes the long-term view. A conservative respects the roots from which he or she has grown. Only in a wilderness, isolated from the works of our own making, can we truly understand and restore our relationship to the Earth and the power that created man as a part of it. A conservative knows that it is a poor bargain to trade an irre placeable capital asset for a short-term gain no matter how worthy that short-term gain is. A conservative does not make hasty decisions affecting funda mental resources. The Sierra Club is not now prepared to make boundary or acre age recommendations. We will be in October and expect to ap proach our proposal in a conservative manner. Thank you.",,CHARLES C. YODER,"CHAIRMAN, MIDDLE SNAKE

GROUP, THE SIERRA CLUB",Yoder,Charles C.,h1d1,"yoder, charles c.",Idaho (STATE); Earth (PLANET),text
Aug-09-1983,aug-09-1983-estes-melissa,conservationist,Ada County (COUNTY),"Estes, Melissa","Ada County Chapter, Idaho Conservation League",,,f,"(joined by mothers and children). I am representing the 260 members of the Ada County Chapter of the Idaho Conser vation League and I am speaking on behalf of myself and these  other mothers. We want to convey to you our love for the wilderness and our desire to see a portion of it preserved for our children to enjoy. We want to have a wilderness core, protection from encroach ment by the mining and logging users. We are not asking you to designate more wilderness, just to preserve the existing wilderness core of at least 2 million acres that is proposed by the conservation coalition. We would also like to encourage Senator McClure to support soft release language rather than hard or permanent release. The 1976 National Forest Management Act allows an area which has been previously designated nonwilderness but has remained roadless, undeveloped, and of wilderness quality to be reconsidered as wil derness during later planning. We think we should keep this option and see no conflict in allow ing for this possibility in change of designation. We oppose quick passage of a wilderness bill as urged by the forest products industry. We see no need to make decisions of this magnitude in haste and with inadequate investigations of future ramifications. We want our children to experience the immenseness and immu tability of nature, to feel the beauty and serenity of the forest, to have reverence for the vastness of unspoiled wilderness that always has been and forever will be something greater than ourselves. The Chairman. Thank you very much. Ms. Estes. Thank you. (Applause.)",,MELISSA ESTES,"ADA COUNTY CHAPTER, IDAHO, CONSERVATION LEAGUE",Estes,Melissa,h1d1,"estes, melissa",Ada County (COUNTY),text
Aug-09-1983,aug-09-1983-gillette-jack-e,forestry,,"Gillette, Jack E.","legislative committee, Society of American Foresters",,,m,"SOCIETY OF AMERICAN FORESTERS Mr. Gillette. My name is Jack Gillette. I am a retired forester residing in Idaho. I am representing today the southwest chapter of the Society of American Foresters. In brief, my chapter advocates the legislative resolution of the roadless area issue in line with Forest Service RARE II recommen     dations. A detailed statement will be submitted. Thank you for this opportunity.",,JACK E. GILLETTE,"LEGISLATIVE COMMITTEE,, SOCIETY OF AMERICAN FORESTERS",Gillette,Jack E.,h1d1,"gillette, jack e.",,text
Aug-09-1983,aug-09-1983-kelley-dave,sportspeople,Cascade (CITY);the Central Idaho Wilderness Area (WILDERNESS),"Kelley, Dave","Greater Snake River Land Use Congress, Outdoorsmen Unlimited",,,m,"USE CONGRESS, OUTDOORSMEN UNLIMITED Kelley. Mr. Yes. My name is Dave Kelley. I&#39;m testifying in place of Grayson Andrist. I was born and raised in Idaho. I grew up most of my â€” I grew up in Cascade, 75 miles north of here. I represent the Greater Snake River Land Use Congress, which is a chapter of the Outdoorsmen Unlimited. And we believe in the multiple use concept. We also believe that preservation is not good conservation. We are concerned with the logical use of our land and we believe that we should de velop it. We should use it to its fullest potential, which is produc tive use and not become stale or unproductive. We have suggested legislation that we sent to your office which is called the Idaho Wilderness Release Act and we believe in the hard release and that all lands that are roadless should be released to multiple use. This may seem harsh and uncompromising, but history has shown that if we do compromise, we tend to lose more than we started out asking for. We watched the Central Idaho Wilderness Area that is being de veloped from the old primitive area which was between 1.4 million acres to over 2 million acres. We watched the Gospel-Hump compromised away.",,DAVE KELLEY,"GREATER SNAKE RIVER LAND, USE CONGRESS, OUTDOORSMEN UNLIMITED",Kelley,Dave,h1d1,"kelley, dave",Cascade (CITY); the Central Idaho Wilderness Area (WILDERNESS),text
